"Город","Название города","Страна","Регион","Справка","Спорный"
"Димитровград","Димитровград","Россия","Ульяновская область","https://ru.wikipedia.org/wiki/Димитровград_(Россия)",
"Дмитриев","Дмитриев","Россия","Курская область","https://ru.wikipedia.org/wiki/Дмитриев_(город)",
"Дмитров","Дмитров","Россия","Московская область","https://ru.wikipedia.org/wiki/Дмитров",
"Дмитровск","Дмитровск","Россия","Орловская область","https://ru.wikipedia.org/wiki/Дмитровск",
"Днепродзержинск","Днепродзержинск",,,"https://ru.wikipedia.org/w/index.php?title=Днепродзержинск&oldid=74064052","Да"
"Днепропетровск","Днепропетровск",,,"https://ru.wikipedia.org/wiki/Категория:Днепр_(город)",
"Дно","Дно","Россия","Псковская область","https://ru.wikipedia.org/wiki/Дно_(город)",
"Добегнев (город)","Добегнев","Польша",,"https://ru.wikipedia.org/wiki/Добегнев",
"Доброполье","Доброполье",,,"https://ru.wikipedia.org/wiki/Доброполье","Да"
"Добруш","Добруш","Белоруссия",,"https://ru.wikipedia.org/wiki/Добруш",
"Добрянка","Добрянка","Россия","Пермский край","https://ru.wikipedia.org/wiki/Добрянка",
"Довиль","Довиль","Франция",,"https://ru.wikipedia.org/wiki/Довиль",
"Докучаевск","Докучаевск","Донецкая Народная Республика",,"https://ru.wikipedia.org/wiki/Докучаевск","Да"
"Долгое Лёдово","Долгое Лёдово","Россия",,"https://ru.wikipedia.org/wiki/Долгое_Лёдово",
"Долгопрудный","Долгопрудный","Россия","Московская область","https://ru.wikipedia.org/wiki/Долгопрудный",
"Долинск","Долинск","Россия","Сахалинская область","https://ru.wikipedia.org/wiki/Долинск",
"Домодедово","Домодедово","Россия","Московская область","https://ru.wikipedia.org/wiki/Домодедово_(город)",
"Донецк","Донецк","Россия","Ростовская область","https://ru.wikipedia.org/wiki/Донецк_(Ростовская_область)",
"Донской","Донской","Россия","Тульская область","https://ru.wikipedia.org/wiki/Донской_(Тульская_область)",
"Дорогобуж","Дорогобуж","Россия","Смоленская область","https://ru.wikipedia.org/wiki/Дорогобуж",
"Дортмунд","Дортмунд","Германия",,"https://ru.wikipedia.org/wiki/Дортмунд",
"Дорчестер","Дорчестер","Великобритания",,"https://ru.wikipedia.org/wiki/Дорчестер",
"Доха","Доха","Катар",,"https://ru.wikipedia.org/wiki/Доха",
"Драченино","Драченино","Россия",,"https://ru.wikipedia.org/wiki/Драченино",
"Дрезден","Дрезден","Германия",,"https://ru.wikipedia.org/wiki/Дрезден",
"Дрезна","Дрезна","Россия","Московская область","https://ru.wikipedia.org/wiki/Дрезна",
"Дрогобыч","Дрогобыч",,,"https://ru.wikipedia.org/wiki/Дрогобыч","Да"
"Дружковка","Дружковка",,,"https://ru.wikipedia.org/wiki/Дружковка","Да"
"Дуала (город)","Дуала","Камерун",,"https://ru.wikipedia.org/wiki/Дуала_(город)",
"Дубай","Дубай","ОАЭ",,"https://ru.wikipedia.org/wiki/Дубай",
"Дублин","Дублин","Ирландия",,"https://ru.wikipedia.org/wiki/Дублин",
"Дубна","Дубна","Россия","Московская область","https://ru.wikipedia.org/wiki/Дубна",
"Дубно (Ровенская область)","Дубно",,,"https://ru.wikipedia.org/wiki/Дубно","Да"
"Дубовка","Дубовка","Россия","Волгоградская область","https://ru.wikipedia.org/wiki/Дубовка",
"Дубоссары","Дубоссары","Приднестровская Молдавская Республика",,"https://ru.wikipedia.org/wiki/Дубоссары","Да"
"Дубровник","Дубровник","Хорватия",,"https://ru.wikipedia.org/wiki/Дубровник",
"Дубровно (город)","Дубровно","Белоруссия",,"https://ru.wikipedia.org/wiki/Дубровно",
"Дувр","Дувр","Великобритания",,"https://ru.wikipedia.org/wiki/Дувр",
"Дудинка","Дудинка","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Дудинка",
"Дуйсбург","Дуйсбург","Германия",,"https://ru.wikipedia.org/wiki/Дуйсбург",
"Дулут","Дулут","США",,"https://ru.wikipedia.org/wiki/Дулут",
"Дума (Сирия)","Дума","Сирия",,"https://ru.wikipedia.org/wiki/Дума_(Сирия)",
"Думбрэвени (Вранча)","Думбрэвени","Румыния",,"https://ru.wikipedia.org/wiki/Думбрэвени_(Вранча)",
"Думьят","Думьят","Египет",,"https://ru.wikipedia.org/wiki/Думьят",
"Дунгуань","Дунгуань","Китай",,"https://ru.wikipedia.org/wiki/Дунгуань",
"Дуранго (Бискайя)","Дуранго","Испания",,"https://ru.wikipedia.org/wiki/Дуранго_(Бискайя)",
"Дурбан","Дурбан","Южно-Африканская Республика",,"https://ru.wikipedia.org/wiki/Дурбан",
"Духовщина","Духовщина","Россия","Смоленская область","https://ru.wikipedia.org/wiki/Духовщина",
"Душанбе","Душанбе","Таджикистан",,"https://ru.wikipedia.org/wiki/Душанбе",
"Дыре-Дауа","Дыре-Дауа","Эфиопия",,"https://ru.wikipedia.org/wiki/Дыре-Дауа",
"Дьёр","Дьёр","Венгрия",,"https://ru.wikipedia.org/wiki/Дьёр",
"Дьюла (город)","Дьюла","Венгрия",,"https://ru.wikipedia.org/wiki/Дьюла_(город)",
"Дэбрэ-Зэйт","Дэбрэ-Зэйт","Эфиопия",,"https://ru.wikipedia.org/wiki/Дэбрэ-Зэйт",
"Дюртюли","Дюртюли","Россия","Башкортостан","https://ru.wikipedia.org/wiki/Дюртюли",
"Дюссельдорф","Дюссельдорф","Германия",,"https://ru.wikipedia.org/wiki/Дюссельдорф",
"Дятьково","Дятьково","Россия","Брянская область","https://ru.wikipedia.org/wiki/Дятьково",
"Евлах","Евлах","Азербайджан",,"https://ru.wikipedia.org/wiki/Евлах",
"Евле","Евле","Швеция",,"https://ru.wikipedia.org/wiki/Евле",
"Евпатория","Евпатория","Россия","Крым","https://ru.wikipedia.org/wiki/Евпатория",
"Ёгва (село)","Ёгва","Россия",,"https://ru.wikipedia.org/wiki/Ёгва_(село)",
"Егорьевск","Егорьевск","Россия","Московская область","https://ru.wikipedia.org/wiki/Егорьевск",
"Ейск","Ейск","Россия","Краснодарский край","https://ru.wikipedia.org/wiki/Ейск",
"Екатеринбург","Екатеринбург","Россия","Свердловская область","https://ru.wikipedia.org/wiki/Екатеринбург",
"Елабуга","Елабуга","Россия","Татарстан","https://ru.wikipedia.org/wiki/Елабуга",
"Елань (Волгоградская область)","Елань","Россия",,"https://ru.wikipedia.org/wiki/Елань_(Волгоградская_область)",
"Елгава","Елгава","Латвия",,"https://ru.wikipedia.org/wiki/Елгава",
"Еленя-Гура","Еленя-Гура","Польша",,"https://ru.wikipedia.org/wiki/Еленя-Гура",
"Елец","Елец","Россия","Липецкая область","https://ru.wikipedia.org/wiki/Елец",
"Елизово","Елизово","Россия","Камчатский край","https://ru.wikipedia.org/wiki/Елизово",
"Ельня","Ельня","Россия","Смоленская область","https://ru.wikipedia.org/wiki/Ельня",
"Еманжелинск","Еманжелинск","Россия","Челябинская область","https://ru.wikipedia.org/wiki/Еманжелинск",
"Емва","Емва","Россия","Коми","https://ru.wikipedia.org/wiki/Емва",
"Енисейск","Енисейск","Россия","Красноярский край","https://ru.wikipedia.org/wiki/Енисейск",
